datetime;Jahr;monat;Tag;Stunde;Datum;Tag des Jahres;Tag des Monats;Uhrzeit;timestamp;zone_name;carbon_intensity_avg;carbon_intensity_production_avg;carbon_intensity_discharge_avg;carbon_intensity_import_avg;carbon_rate_avg;total_production_avg;total_storage_avg;total_discharge_avg;total_import_avg;total_export_avg;total_consumption_avg;production_sources;power_origin_percent_fossil_avg;power_origin_percent_renewable_avg;power_production_biomass_avg;power_production_coal_avg;power_production_gas_avg;power_production_hydro_avg;power_production_nuclear_avg;power_production_oil_avg;power_production_solar_avg;power_production_wind_avg;power_production_geothermal_avg;power_production_unknown_avg;power_consumption_biomass_avg;power_consumption_coal_avg;power_consumption_gas_avg;power_consumption_hydro_avg;power_consumption_nuclear_avg;power_consumption_oil_avg;power_consumption_solar_avg;power_consumption_wind_avg;power_consumption_geothermal_avg;power_consumption_unknown_avg;power_consumption_battery_discharge_avg;power_consumption_hydro_discharge_avg;carbon_origin_percent_biomass_avg;carbon_origin_percent_coal_avg;carbon_origin_percent_gas_avg;carbon_origin_percent_hydro_avg;carbon_origin_percent_nuclear_avg;carbon_origin_percent_oil_avg;carbon_origin_percent_solar_avg;carbon_origin_percent_wind_avg;carbon_origin_percent_geothermal_avg;carbon_origin_percent_unknown_avg;carbon_origin_percent_battery_discharge_avg;carbon_origin_percent_hydro_discharge_avg;power_net_discharge_battery_avg;power_net_discharge_hydro_avg;power_net_import_CH_avg;power_net_import_CZ_avg;power_net_import_DE_avg;power_net_import_HU_avg;power_net_import_IT-NO_avg;power_net_import_SI_avg;latest_forecasted_dewpoint_avg;latest_forecasted_precipitation_avg;latest_forecasted_solar_avg;latest_forecasted_temperature_avg;latest_forecasted_wind_x_avg;latest_forecasted_wind_y_avg;latest_forecasted_price_avg;latest_forecasted_production_avg;latest_forecasted_consumption_avg;latest_forecasted_power_net_import_CH_avg;latest_forecasted_power_net_import_CZ_avg;latest_forecasted_power_net_import_DE_avg;latest_forecasted_power_net_import_HU_avg;latest_forecasted_power_net_import_IT-NO_avg;latest_forecasted_power_net_import_SI_avg;latest_forecasted_production_solar_avg;latest_forecasted_production_wind_avg
2020-01-01T00:00:00+00:00;2020;1;1;0;01.01.20;1;1;00:00:00;1577836800;AT;230.94;184.74;173.47;427.08;0;6306;0;135.25;1525;2231;5735.25;entsoe.eu;34.97;59.95;308;160.25;1788.25;2058.5;;0;0;1969;0;22;304.35;566.11;1380.85;1513.38;291.46;6.73;0;1523.13;0.33;51.87;0;97.5;;;;;;;;;;;;;;135.25;-492;865;660;-759;-167;-813;267.76;0;0;270.83;0.42;-0.46;38.6;6498;5588;-406;414;1007;-765;-190;;0;1984
2020-01-01T01:00:00+00:00;2020;1;1;1;01.01.20;1;1;01:00:00;1577840400;AT;221.99;180.6;173.47;440.97;0;6196.25;0;32.5;1178;1850;5556.75;entsoe.eu;34.14;61.56;308;160;1696.25;2025;;0;0;1985;0;22;289.13;501.6;1342.94;1542.01;239.05;4.83;0;1565.07;0.21;47.8;0;24.5;;;;;;;;;;;;;;32.5;-437;774;404;-566;-165;-682;267.6;0;0;270.69;0.23;-0.52;36.55;6183;5448;-364;513;322;-676;-178;;0;1820
2020-01-01T02:00:00+00:00;2020;1;1;2;01.01.20;1;1;02:00:00;1577844000;AT;206.55;152.84;;414.65;0;5569.5;465.25;0;1444;1294;5254.25;entsoe.eu;29.61;65.04;308;159.5;1151;2077;0;0;0;1852;0;22;316.77;546.92;955.97;1586.81;280.93;7.25;0;1509.95;0.37;49.52;0;0;;;;;;;;;;;;;;-465.25;-323;733;711;-368;-23;-580;267.29;0;0;270.63;0.07;-0.57;32.32;5275;5244;-293;468;1269;-598;-27;;0;1608
2020-01-01T03:00:00+00:00;2020;1;1;3;01.01.20;1;1;03:00:00;1577847600;AT;211.44;148.56;;417.45;0;5245.75;507.5;0;1601;1187;5152.25;entsoe.eu;29.59;64.3;307;158.75;1011;2038;0;0;0;1709;0;22;324.78;601.67;861.21;1567.31;314.92;7.91;0;1420.55;0.39;53.73;0;0;;;;;;;;;;;;;;-507.5;-139;847;754;-417;-15;-616;267.34;0;0;270.71;0.03;-0.51;30.85;5001;5192;-250;470;1332;-716;0;;0;1420
2020-01-01T04:00:00+00:00;2020;1;1;4;01.01.20;1;1;04:00:00;1577851200;AT;221.24;158.83;;414.74;0;5109;353.25;0;1647;1087;5315.75;entsoe.eu;31.3;62.39;304;161;1078.25;2059.75;0;0;0;1484;0;22;343.09;639.4;959.09;1657.23;335.83;8.78;0;1316.04;0.43;56.09;0;0;;;;;;;;;;;;;;-353.25;-228;827;820;-255;-28;-576;267.12;0;0;270.66;0;-0.28;30.14;4989;5312;-292;359;1590;-714;-6;;0;1300
2020-01-01T05:00:00+00:00;2020;1;1;5;01.01.20;1;1;05:00:00;1577854800;AT;240.94;176.08;;421.7;0;5036.5;230.75;0;1806;1208;5403.75;entsoe.eu;34.64;58.55;304;161.5;1233.5;2169.5;0;0;0;1146;0;22;355.13;700.02;1100.01;1753.36;368.35;9.66;0;1055.01;0.48;61.96;0;0;;;;;;;;;;;;;;-230.75;-469;927;879;-117;-35;-587;266.86;0;0;270.62;-0.02;-0.15;30.17;5035;5476;-251;345;1709;-652;-159;;0;1204
2020-01-01T06:00:00+00:00;2020;1;1;6;01.01.20;1;1;06:00:00;1577858400;AT;263.73;199.7;;413.18;0;4955.5;405.25;0;2123;933;5740.25;entsoe.eu;38.67;53.42;304;160;1453.5;2132;0;0;0;884;0;22;386.86;797.27;1339.65;1779.05;454.48;11.78;0.97;898.75;0.58;71.17;0;0;;;;;;;;;;;;;;-405.25;-431;1020;1031;72;-34;-468;266.48;0;0;270.53;0;-0.11;30;5076;5904;-149;242;2020;-523;-165;;0;1052
2020-01-01T07:00:00+00:00;2020;1;1;7;01.01.20;1;1;07:00:00;1577862000;AT;276.2;221.93;;410.74;0;5040.75;164.75;0;2034;837;6073;entsoe.eu;41.74;50.43;304;160.25;1720;2100.5;0;0;20;714;0;22;391.26;812.78;1636.06;1857.5;475.65;10.87;32.1;781.09;0.5;75.56;0;0;;;;;;;;;;;;;;-164.75;-327;1040;871;123;-29;-481;266.09;0;0;270.49;0.02;-0.07;30.65;5307;6272;257;502;1209;-526;-137;;8;872
2020-01-01T08:00:00+00:00;2020;1;1;8;01.01.20;1;1;08:00:00;1577865600;AT;285.74;231.35;;396.5;0;5075.25;250.75;0;2492;976;6340.5;entsoe.eu;42.94;48.55;304;160.75;1830.25;2102.25;0;0;75;581;0;22;407.78;909.05;1717.55;1816.67;539.71;12.55;168.46;684.71;0.59;83.78;0;0;;;;;;;;;;;;;;-250.75;-464;1203;1150;139;-48;-464;266.15;0;16.67;271.48;-0.05;-0.08;30.65;5264;6652;322;632;1113;-281;-116;;48;708
2020-01-01T09:00:00+00:00;2020;1;1;9;01.01.20;1;1;09:00:00;1577869200;AT;274.97;225.82;;372.8;0;5128.25;428.75;0;2576;743;6532.5;entsoe.eu;41.02;50.93;304;162;1787;2116.25;0;0;158;579;0;22;418.66;889.98;1695.18;1849.87;525.66;12.88;363.7;694;0.64;82.18;0;0;;;;;;;;;;;;;;-428.75;-493;1141;1329;106;-18;-232;268.3;0;58.1;273.3;0.04;-0.17;30.27;5220;6904;541;627;984;-340;0;;124;528
2020-01-01T10:00:00+00:00;2020;1;1;10;01.01.20;1;1;10:00:00;1577872800;AT;266.46;219.85;;360.85;0;5254.25;610.5;0;2593;641;6595.75;entsoe.eu;39.66;52.78;304;162.5;1773.5;2062.25;0;0;231;699;0;22;409.59;859.51;1664.94;1786.54;498.81;12.21;501.29;782.86;0.61;79.59;0;0;;;;;;;;;;;;;;-610.5;-433;1133;1358;102;-34;-174;269.58;0;102.38;274.94;-0.18;-0.28;30.34;5175;7100;706;704;792;-414;0;;208;420
2020-01-01T11:00:00+00:00;2020;1;1;11;01.01.20;1;1;11:00:00;1577876400;AT;258.96;213.96;;355.13;0;5470;761.25;0;2559;721;6546.75;entsoe.eu;38.56;54.75;304;163.5;1796;2083.5;0;0;260;841;0;22;400.84;811.98;1626.33;1749.98;438.03;12;549.12;883.83;0.64;74.11;0;0;;;;;;;;;;;;;;-761.25;-486;1062;1497;-22;-31;-182;270.43;0;140.48;275.88;-0.32;-0.43;30.99;5148;7080;488;595;911;-349;0;;256;396
2020-01-01T12:00:00+00:00;2020;1;1;12;01.01.20;1;1;12:00:00;1577880000;AT;262.13;219.65;;348.77;0;5412.25;1132.75;0;2650;588;6341.5;entsoe.eu;39.12;53.91;304;164.25;1834.25;2160.75;0;0;234;693;0;22;400.92;788.24;1607.09;1753.03;442.04;12.64;496.54;768.26;0.68;72.16;0;0;;;;;;;;;;;;;;-1132.75;-376;1010;1640;-76;-26;-110;270.8;0;166.67;276.29;-0.49;-0.57;30.04;5079;6808;672;665;1233;-495;0;;252;348
2020-01-01T13:00:00+00:00;2020;1;1;13;01.01.20;1;1;13:00:00;1577883600;AT;276.11;228.6;;371.53;0;5198;757.25;0;2587;741;6286.75;entsoe.eu;41.27;51.37;304;161.75;1846;2226.25;0;0;157;481;0;22;414.75;841.49;1665.94;1854.29;462.44;13.21;339.5;611.59;0.71;74.13;0;8.82;;;;;;;;;;;;;;-757.25;-297;1004;1583;-182;-22;-240;270.72;0;262.38;276.21;-0.58;-0.55;30.75;5029;6648;368;382;1484;-438;0;;192;292
2020-01-01T14:00:00+00:00;2020;1;1;14;01.01.20;1;1;14:00:00;1577887200;AT;286.83;239.46;;390.76;0;5026.75;221.25;0;2291;715;6381.5;entsoe.eu;43.43;48.94;304;160.5;1889.25;2274;0;0;68;309;0;22;430.11;851.67;1832.07;2043.01;487.34;12.94;131.68;483.52;0.69;74.66;0;33.92;;;;;;;;;;;;;;-221.25;-71;933;1358;-317;-30;-297;270.02;0;221.43;275.13;-0.64;-0.5;32.11;5102;6644;364;230;1766;-471;0;;100;240
2020-01-01T15:00:00+00:00;2020;1;1;15;01.01.20;1;1;15:00:00;1577890800;AT;281.69;244.03;173.47;357.81;0;5008.25;0;93.25;2636;910;6827.5;entsoe.eu;43.54;46.71;304;161.25;1927.75;2389.25;0;0;13;191;0;22;420.76;880.4;1917.7;2225.38;664.68;12.23;16.05;391.73;0.62;160.28;0;137.88;;;;;;;;;;;;;;93.25;365;1098;1173;-482;-31;-397;268.36;0;171.43;273.02;-0.51;-0.46;35.98;5265;6840;376;158;2549;-493;-190;;28;208
2020-01-01T16:00:00+00:00;2020;1;1;16;01.01.20;1;1;16:00:00;1577894400;AT;265.42;237.61;173.47;414.39;0;5065.5;0;1628.75;1951;1229;7416.25;entsoe.eu;35.89;58.21;305;161.5;1883;2564;0;0;0;130;0;22;342.24;776.56;1778.64;2284.27;437.78;6.47;0.06;234.35;0.24;99.81;0;1456.21;;;;;;;;;;;;;;1628.75;144;1313;494;-421;-63;-745;266.95;0;129.05;271.99;-0.51;-0.21;40.4;5639;7292;-65;231;1935;-514;-249;;0;176
2020-01-01T17:00:00+00:00;2020;1;1;17;01.01.20;1;1;17:00:00;1577898000;AT;275.62;231.37;173.47;439.64;0;5228.75;0;1407.75;2287;1496;7427.5;entsoe.eu;36.56;57.62;306;161.75;1886.25;2748.75;0;0;0;104;0;22;349.12;878.27;1749.07;2351.6;432.48;7.49;0;250.75;0.28;80.43;0;1328.46;;;;;;;;;;;;;;1407.75;-111;1629;658;-405;-188;-792;266.28;0;102.86;271.83;-0.52;0.05;44.05;6871;7428;488;534;1195;-446;-273;;0;160
2020-01-01T18:00:00+00:00;2020;1;1;18;01.01.20;1;1;18:00:00;1577901600;AT;279.34;231.19;173.47;436.52;0;5183;0;1211.5;2403;1556;7241.5;entsoe.eu;37.41;56.52;308;162.5;1862;2714.5;0;0;0;114;0;22;354.19;900.77;1719.23;2298.88;439.43;8.05;0;285.17;0.32;80.64;0;1155.24;;;;;;;;;;;;;;1211.5;-230;1669;734;-402;-225;-699;265.74;0;85.71;271.8;-0.48;0.26;44.04;6858;7204;565;537;1159;-434;-273;;0;168
2020-01-01T19:00:00+00:00;2020;1;1;19;01.01.20;1;1;19:00:00;1577905200;AT;290.19;235.5;173.47;420.82;0;5036.75;0;725.25;2754;1674;6842;entsoe.eu;40.09;52.96;308;162.75;1843;2592;0;0;0;109;0;22;379;957.4;1691.64;2147.33;475.37;10.45;0;366.29;0.47;83.1;0;731.29;;;;;;;;;;;;;;725.25;-494;1631;1123;-394;-218;-568;265.18;0;0;271.84;-0.44;0.49;43.62;5928;6920;198;667;1831;-534;-273;;0;168
2020-01-01T20:00:00+00:00;2020;1;1;20;01.01.20;1;1;20:00:00;1577908800;AT;304.58;244.31;173.47;422.85;0;4845;0;318;2821;1514;6470;entsoe.eu;43.45;48.71;308;163.25;1845.5;2440.25;0;0;0;66;0;22;388.12;998.89;1715.56;2029.99;507.32;10.91;0;346.94;0.5;86.1;0;385.98;;;;;;;;;;;;;;318;-466;1667;1154;-329;-210;-509;264.81;0;0;271.92;-0.32;0.64;40.68;5169;6528;-96;700;2341;-653;-295;;0;156
2020-01-01T21:00:00+00:00;2020;1;1;21;01.01.20;1;1;21:00:00;1577912400;AT;309.4;247.12;173.47;409.56;0;4754.25;0;148;3156;1636;6422.25;entsoe.eu;44.72;46.74;308;163.25;1831.25;2363.75;0;0;0;66;0;22;420.91;1062.87;1710.18;1946.32;548.39;14.18;0;420.34;0.71;84.85;0;214.34;;;;;;;;;;;;;;148;-784;1561;1595;-217;-196;-439;264.33;0;0;271.91;-0.24;0.75;40.38;5044;6576;-94;753;2674;-572;-268;;0;136
2020-01-01T22:00:00+00:00;2020;1;1;22;01.01.20;1;1;22:00:00;1577916000;AT;314.61;248.26;;408.63;0;4546.25;89.25;0;3207;1625;6039;entsoe.eu;46.13;44.62;308;163.5;1742.25;2248.5;0;0;0;62;0;22;425.94;1080.42;1603.55;1812.63;558.71;15.37;0;434.44;0.8;85.8;0;21.81;;;;;;;;;;;;;;-89.25;-866;1532;1675;-126;-193;-440;263.9;0;0;271.96;-0.21;0.8;35.34;4668;6304;-190;676;2726;-615;-225;;0;116
2020-01-01T23:00:00+00:00;2020;1;1;23;01.01.20;1;1;23:00:00;1577919600;AT;321.48;257.17;;422.23;0;4445.25;184.75;0;2837;1411;5686.5;entsoe.eu;47.55;43.25;308;164;1776.75;2149.5;0;0;0;25;0;22;395.14;1036.34;1570.86;1731.16;523.6;13.5;0;332.74;0.62;83.05;0;0;;;;;;;;;;;;;;-184.75;-644;1571;1266;-50;-145;-572;263.66;0;0;271.98;-0.16;0.83;35.4;4588;6128;-529;445;2729;-538;-190;;0;88
2020-01-02T00:00:00+00:00;2020;1;2;0;02.01.20;2;2;00:00:00;1577923200;AT;315.83;252.53;;405.41;0;4227.25;800.75;0;2987;995;5418.5;entsoe.eu;46.06;44.49;308;164;1625;2103.25;0;0;0;5;0;22;405.99;994.24;1409.76;1637.21;512.15;15.34;0;367.27;0.76;76.24;0;0;;;;;;;;;;;;;;-800.75;-562;1390;1597;-5;-26;-402;263.46;0;0;271.96;-0.19;0.9;31.98;4372;5824;-514;291;3532;-555;-135;;0;68
2020-01-02T01:00:00+00:00;2020;1;2;1;02.01.20;2;2;01:00:00;1577926800;AT;313.83;246.17;;396.53;0;4024.25;1310.25;0;3292;745;5261;entsoe.eu;44.94;44.72;308;160.5;1476.5;2053.25;0;0;0;4;0;22;410.49;1007.65;1263.41;1540.18;543.77;16.7;0;401.38;0.85;76.67;0;0;;;;;;;;;;;;;;-1310.25;-215;1477;1815;-28;-16;-486;263.47;0;0;271.96;-0.19;0.99;30.5;4186;5728;-339;285;3871;-564;0;;0;64
2020-01-02T02:00:00+00:00;2020;1;2;2;02.01.20;2;2;02:00:00;1577930400;AT;302.99;231.52;;382.53;0;3803.5;1433.75;0;3418;605;5182.75;entsoe.eu;42.66;45.39;306;160.25;1253;2058.25;0;0;0;4;0;22;407.42;1003.44;1099.67;1553.06;619.62;16.75;0;390.09;0.84;91.24;0;0.71;;;;;;;;;;;;;;-1433.75;134;1543;1741;-102;-15;-488;263.6;0;0;271.9;-0.15;1.09;28.79;3955;5544;-268;148;4525;-576;0;;0;64
2020-01-02T03:00:00+00:00;2020;1;2;3;02.01.20;2;2;03:00:00;1577934000;AT;293.27;231.25;;365.05;0;3849.25;1085.25;0;3326;700;5390;entsoe.eu;41.75;46.1;304;161;1270.75;2087.5;0;0;0;4;0;22;422.64;961.51;1172.17;1650.7;654.73;16.97;0;409.49;0.88;99.89;0;1.12;;;;;;;;;;;;;;-1085.25;166;1435;1725;-210;-25;-465;263.54;0;0;271.93;-0.1;1.23;28.95;4009;5572;-194;25;4767;-662;0;;0;64
2020-01-02T04:00:00+00:00;2020;1;2;4;02.01.20;2;2;04:00:00;1577937600;AT;302.99;253.16;;362;0;4225.75;534.25;0;3570;1359;5902.5;entsoe.eu;44.35;44.95;304;162.25;1634.75;2098.75;0;0;0;4;0;22;463.17;1000.47;1499.79;1668.21;631.22;19.66;0;520.37;1.06;98.69;0;0;;;;;;;;;;;;;;-534.25;-164;1368;2202;-479;-41;-675;263.67;0;0;271.9;-0.04;1.3;31.02;4431;5856;-234;40;4885;-654;-188;;0;60
2020-01-02T05:00:00+00:00;2020;1;2;5;02.01.20;2;2;05:00:00;1577941200;AT;305.92;264.63;173.47;378.42;0;4428.25;0;411.25;3276;1371;6744.5;entsoe.eu;44.68;45.5;304;160;1847.25;2088;0;0;0;7;0;22;447.81;1068.2;1809.73;1813.96;661.14;16.34;0;458.88;0.84;115.52;0;352.14;;;;;;;;;;;;;;411.25;89;1549;1638;-580;-37;-754;263.77;0;0;271.8;0.01;1.3;34.16;4710;6412;-231;313;4034;-800;-247;;0;52
2020-01-02T06:00:00+00:00;2020;1;2;6;02.01.20;2;2;06:00:00;1577944800;AT;292.87;254.34;173.47;397.22;0;4646.75;0;1321.5;3222;1597;7593.25;entsoe.eu;40.06;52.31;304;160.25;1857;2297.5;0;0;0;6;0;22;427.03;1077.51;1849.96;1979.01;579.48;14.93;1.15;430.12;0.74;98.16;0;1135.67;;;;;;;;;;;;;;1321.5;-13;1704;1518;-581;-84;-919;263.82;0;0;271.66;0.07;1.28;42.07;5697;7152;-164;289;3602;-800;-287;;0;48
2020-01-02T07:00:00+00:00;2020;1;2;7;02.01.20;2;2;07:00:00;1577948400;AT;278.8;243.74;173.47;386.56;0;4965;0;1851.5;3425;2180;8061.5;entsoe.eu;36.47;56.82;304;160.5;1900;2554.5;0;0;20;4;0;22;416.65;1020.98;1821.51;2093.98;540.46;14.85;33.83;439.69;0.78;82.91;0;1596.27;;;;;;;;;;;;;;1851.5;-412;1588;1837;-631;-198;-939;263.85;0;0;271.59;0.1;1.44;44.89;6591;7596;-206;77;3460;-800;-281;;8;48
2020-01-02T08:00:00+00:00;2020;1;2;8;02.01.20;2;2;08:00:00;1577952000;AT;277.72;246.37;173.47;374.39;0;5065.5;0;1691;3467;2009;8214.5;entsoe.eu;36.79;56.77;304;160.75;1973;2513.75;0;0;80;12;0;22;421.25;1022.67;1906.58;2107.65;529.31;14.44;179.78;456.76;0.76;78.25;0;1497.35;;;;;;;;;;;;;;1691;-239;1532;1935;-677;-162;-931;264.46;0;17.62;272.53;0.13;1.49;45.26;7061;7876;-102;-316;3965;-800;-291;;52;48
2020-01-02T09:00:00+00:00;2020;1;2;9;02.01.20;2;2;09:00:00;1577955600;AT;275.03;249.45;173.47;354.74;0;5173;0;1444.25;3500;2002;8115.25;entsoe.eu;37.3;56.43;304;162.25;2051.75;2447;0;0;174;12;0;22;426.3;978.72;1958.77;2048.39;509.39;14.57;364.47;472.55;0.79;74.73;0;1266.73;;;;;;;;;;;;;;1444.25;-222;1377;2123;-740;-116;-924;265.62;0;60;274.37;0.09;1.38;45.57;6946;7976;-197;-265;4139;-800;-291;;136;48
2020-01-02T10:00:00+00:00;2020;1;2;10;02.01.20;2;2;10:00:00;1577959200;AT;273.11;245.46;173.47;352.94;0;5247.25;0;1248.25;3376;1831;8040.5;entsoe.eu;37.54;56.18;304;162;2039.25;2448;0;0;260;12;0;22;422.85;965.44;1964.34;2076.16;504.42;13.7;499.39;430.65;0.73;75.17;0;1087.71;;;;;;;;;;;;;;1248.25;-12;1412;1964;-818;-70;-931;267.02;0;104.76;275.99;0.05;1.27;45.09;6887;8016;-111;-265;4178;-800;-291;;232;44
2020-01-02T11:00:00+00:00;2020;1;2;11;02.01.20;2;2;11:00:00;1577962800;AT;276.44;251.53;173.47;346.42;0;5195.25;0;1066.25;3416;1812;7865.5;entsoe.eu;38.71;54.73;305;163;2078.25;2322;0;0;298;7;0;22;427.41;956.01;1990.94;1978.87;516.44;13.99;546.73;416.41;0.75;83.27;0;934.72;;;;;;;;;;;;;;1066.25;49;1342;2025;-910;-27;-875;268;0;141.9;276.79;0.07;1.24;45.16;6718;7968;-174;-323;4052;-800;0;;292;56
2020-01-02T12:00:00+00:00;2020;1;2;12;02.01.20;2;2;12:00:00;1577966400;AT;281.27;252.91;173.47;340.09;0;5198.25;0;592.5;3592;1736;7646.75;entsoe.eu;40.57;51.97;305;164;2095.25;2320;0;0;267;25;0;22;431.24;959.59;2014.94;2008.44;570.83;14.11;477.74;436.47;0.76;113.29;0;619.33;;;;;;;;;;;;;;592.5;192;1383;2017;-925;-30;-781;268.78;0;170.48;276.95;0.07;1.23;44.9;6352;7772;-211;-510;4822;-800;-277;;288;88
2020-01-02T13:00:00+00:00;2020;1;2;13;02.01.20;2;2;13:00:00;1577970000;AT;278.48;253.86;173.47;332.38;0;5117.75;0;645.25;3595;1780;7578;entsoe.eu;40.56;51.44;305;161.5;2076;2299.25;0;0;177;77;0;22;436.63;937.4;2001.13;1996.3;606.5;14.96;311.17;528.57;0.8;120.01;0;624.56;;;;;;;;;;;;;;645.25;241;1258;2096;-996;-27;-757;269.31;0;266.67;276.6;0.03;1.14;44.06;6283;7660;-118;-435;4700;-800;-307;;216;164
2020-01-02T14:00:00+00:00;2020;1;2;14;02.01.20;2;2;14:00:00;1577973600;AT;265.09;243.89;173.47;322.35;0;5319.25;0;862.75;3350;1831;7701;entsoe.eu;38.84;52.94;304;160.75;2072.25;2447.25;0;0;76;237;0;22;406.22;855.67;1969.67;2148.86;632.85;12.97;106.35;620.34;0.67;152.74;0;794.77;;;;;;;;;;;;;;862.75;468;1187;1695;-1016;-38;-777;268.98;0;223.81;275.3;-0.01;1.19;44.91;6669;7652;-38;-635;4486;-800;-304;;112;304
2020-01-02T15:00:00+00:00;2020;1;2;15;02.01.20;2;2;15:00:00;1577977200;AT;253.06;231.81;173.47;322.49;0;5439;0;1278;3119;1736;8100;entsoe.eu;35.67;56.57;306;160.75;1993.25;2575;0;0;16;366;0;22;372.68;810.71;1901.34;2326.72;628.39;9.71;16.08;633.71;0.47;165.87;0;1234.48;;;;;;;;;;;;;;1278;649;1363;1107;-984;-32;-720;267.16;0;175.24;273.04;-0.03;1.3;44.4;7131;7824;141;-745;4249;-800;-304;;32;484
2020-01-02T16:00:00+00:00;2020;1;2;16;02.01.20;2;2;16:00:00;1577980800;AT;234.95;206.06;173.47;350.28;0;6007.5;0;2028.75;2585;1996;8625.25;entsoe.eu;30.8;63.62;306;159.75;1929.75;2774;0;0;0;816;0;22;340.94;746.38;1779.13;2406.26;482.05;7.28;0.08;928.09;0.34;123.38;0;1811.52;;;;;;;;;;;;;;2028.75;411;1382;792;-1039;-102;-855;266.66;0;132.38;272.15;0.13;1.4;46.05;8326;8228;146;-745;3374;-798;-304;;0;624
2020-01-02T17:00:00+00:00;2020;1;2;17;02.01.20;2;2;17:00:00;1577984400;AT;236.71;195.33;173.47;387.97;0;6291.5;0;1885.75;2509;2164;8522.25;entsoe.eu;30.89;64.48;308;160;1900;2891.5;0;0;0;1010;0;22;354.5;803.64;1743.16;2373.04;394.57;8.56;0;1163.36;0.42;76.99;0;1604.25;;;;;;;;;;;;;;1885.75;59;1398;1052;-1033;-172;-959;266.13;0;105.24;271.68;0.26;1.41;46.72;8440;8268;150;-590;2961;-794;-298;;0;680
2020-01-02T18:00:00+00:00;2020;1;2;18;02.01.20;2;2;18:00:00;1577988000;AT;249.84;210.66;173.47;369.9;0;5990.5;0;1474;2889;2276;8077.5;entsoe.eu;34.06;60.75;308;160.25;1980.5;2705.75;0;0;0;814;0;22;382.66;862.82;1806.78;2173.16;419.47;11.31;0;1165.46;0.61;69.34;0;1186.13;;;;;;;;;;;;;;1474;-54;1337;1552;-1059;-141;-1022;266.12;0;87.62;271.52;0.26;1.43;45.47;7704;7912;-292;-641;3784;-796;-298;;0;604
2020-01-02T19:00:00+00:00;2020;1;2;19;02.01.20;2;2;19:00:00;1577991600;AT;265.11;223.91;173.47;349.99;0;5749;0;764.5;3601;2578;7536.5;entsoe.eu;37.85;55.76;308;160.75;2041;2596.25;0;0;0;621;0;22;411.89;953.15;1810.3;2007.21;480.97;14.64;0;1187.4;0.82;71.78;0;598.58;;;;;;;;;;;;;;764.5;-364;1392;2209;-1016;-107;-1091;266.16;0;0;271.39;0.29;1.41;43.97;6483;7508;-700;-260;4362;-791;-298;;0;480
2020-01-02T20:00:00+00:00;2020;1;2;20;02.01.20;2;2;20:00:00;1577995200;AT;279.46;241.11;173.47;341.96;0;5356.5;0;379.25;3923;2677;6981.75;entsoe.eu;40.98;51.55;308;161;2067.25;2269.25;0;0;0;529;0;22;421.57;989.41;1779.66;1712.24;521.83;16.07;0;1190.49;0.91;74.74;0;275.1;;;;;;;;;;;;;;379.25;-516;1480;2443;-959;-98;-1104;266.26;0;0;271.35;0.43;1.48;41.94;5640;7040;-515;-39;4117;-800;-276;;0;368
2020-01-02T21:00:00+00:00;2020;1;2;21;02.01.20;2;2;21:00:00;1577998800;AT;288.55;246.09;173.47;346.57;0;5284.25;0;74.5;4023;2547;6834.75;entsoe.eu;42.85;49.04;308;162.25;2086.5;2226.5;0;0;0;479;0;22;425.94;1037.61;1797.14;1689.92;554.59;16.38;0;1156.64;0.92;77.22;0;78.73;;;;;;;;;;;;;;74.5;-496;1642;2381;-872;-79;-1100;266.02;0;0;271.09;0.5;1.44;40.94;5213;6928;-482;-294;4716;-800;-276;;0;272
2020-01-02T22:00:00+00:00;2020;1;2;22;02.01.20;2;2;22:00:00;1578002400;AT;272.7;237.76;;314.34;0;5099;537.75;0;4282;2488;6355.25;entsoe.eu;40.12;50.86;308;162.75;1907.75;2167.5;0;0;0;531;0;22;426.67;942.23;1512.43;1541.52;573.64;17.94;0;1262.66;1.04;77.56;0;0.07;;;;;;;;;;;;;;-537.75;-612;1550;2732;-820;-28;-1028;266.11;0;0;271.11;0.56;1.46;31.07;4728;6584;-698;97;4951;-800;-258;;0;220
2020-01-02T23:00:00+00:00;2020;1;2;23;02.01.20;2;2;23:00:00;1578006000;AT;275.03;247.28;;304.08;0;4807.5;914.5;0;4590;2439;6044;entsoe.eu;40.11;50.35;308;162.75;1869.5;2012.25;0;0;0;433;0;22;419.86;930.2;1400.56;1368.63;576.65;18.81;0;1253.51;1.07;74.76;0;0.14;;;;;;;;;;;;;;-914.5;-521;1637;2953;-787;-30;-1101;266.1;0;0;271.09;0.63;1.49;29.1;4714;6128;-699;470;4856;-800;-295;;0;232
2020-01-03T00:00:00+00:00;2020;1;3;0;03.01.20;3;3;00:00:00;1578009600;AT;268.89;247.38;;291.43;0;4663.25;1128;0;4449;2224;5760.25;entsoe.eu;39.18;51.65;308;162;1800.75;2004.5;0;0;0;366;0;22;407.89;852.01;1319.23;1335.45;528.62;18.36;0;1230.66;1.05;67.17;0;0;;;;;;;;;;;;;;-1128;-496;1490;2959;-663;-22;-1043;266.07;0;0;271.09;0.66;1.49;29.05;4466;5824;-700;576;4787;-800;-265;;0;196
